CustomerID,FirstName,LastName,Segment,City,Region,Country,PreferredChannel,LoyaltyTier,SignupDate
301086,Ava,Jackson,Retail,Chennai,India,India,App,Platinum,2021-07-09
301087,Meera,Taylor,Corporate,Los Angeles,North America,USA,App,Silver,2024-03-01
301088,Mason,Nair,Value Buyer,Brisbane,ANZ,Australia,App,Gold,2022-09-05
301089,Ethan,White,EV Enthusiast,Perth,ANZ,Australia,SMS,Bronze,2019-07-17
301090,Aaliyah,Harris,EV Enthusiast,Denver,North America,USA,App,Silver,2020-02-09
301091,Saanvi,Nair,Retail,Auckland,ANZ,New Zealand,SMS,Bronze,2025-01-03
301092,Saanvi,Sharma,Family,Houston,North America,USA,Email,Gold,2023-01-05
301093,Noah,Johnson,Corporate,Bengaluru,India,India,Phone,Bronze,2022-05-23
301094,Aria,Young,Value Buyer,Perth,ANZ,Australia,SMS,Bronze,2022-06-06
301095,Charlotte,Jackson,EV Enthusiast,Melbourne,ANZ,Australia,SMS,Gold,2020-12-27
301096,Sophia,Hall,Retail,Munich,Europe,Germany,SMS,Silver,2022-11-29
301097,Meera,Patel,Retail,Seattle,North America,USA,SMS,Platinum,2024-04-03
301098,James,Lewis,Value Buyer,New York,North America,USA,Email,Bronze,2024-08-03
301099,Evelyn,Brown,Corporate,Paris,Europe,France,Email,Gold,2020-08-26
301100,Mia,Sharma,Retail,Hyderabad,India,India,Email,Silver,2021-06-27
301101,Mia,Young,Value Buyer,Christchurch,ANZ,New Zealand,Walk-in,Gold,2019-06-24
301102,Evelyn,Singh,Retail,Christchurch,ANZ,New Zealand,Phone,Bronze,2019-06-14
301103,Riya,Jackson,Luxury,Brisbane,ANZ,Australia,Phone,Bronze,2021-04-27
301104,James,Jackson,EV Enthusiast,Amsterdam,Europe,Netherlands,Walk-in,Gold,2019-01-01
301105,Emma,Lee,Fleet,Amsterdam,Europe,Netherlands,Walk-in,Silver,2025-12-17
301106,Evelyn,Anderson,EV Enthusiast,Wellington,ANZ,New Zealand,SMS,Silver,2022-08-22
301107,Saanvi,Walker,Retail,Christchurch,ANZ,New Zealand,Email,Silver,2025-09-04
301108,Mia,Reddy,Retail,Chicago,North America,USA,App,Silver,2024-01-28
301109,Saanvi,Taylor,EV Enthusiast,Lyon,Europe,France,App,Platinum,2025-12-27
301110,Liam,Reddy,EV Enthusiast,Barcelona,Europe,Spain,SMS,Gold,2024-01-26
301111,Kiran,Reddy,Retail,Christchurch,ANZ,New Zealand,SMS,Gold,2024-01-20
301112,Priya,Patel,Value Buyer,Munich,Europe,Germany,SMS,Silver,2021-01-15
301113,Ishaan,Smith,Value Buyer,Milan,Europe,Italy,Walk-in,Silver,2023-08-23
301114,Vihaan,Sharma,Luxury,Vancouver,North America,Canada,SMS,Silver,2025-07-28
301115,Mason,Nair,Luxury,Vancouver,North America,Canada,SMS,Bronze,2020-01-05
301116,Elijah,Kumar,Retail,Hyderabad,India,India,Email,Silver,2024-01-27
301117,Aarav,Reddy,Retail,Phoenix,North America,USA,SMS,Silver,2020-07-19
301118,Lucas,Lewis,Retail,Madrid,Europe,Spain,Walk-in,Platinum,2025-01-10
301119,Aaliyah,Iyer,Retail,Houston,North America,USA,SMS,Bronze,2022-03-23
301120,Harper,Lee,Retail,Auckland,ANZ,New Zealand,Phone,Bronze,2023-12-21
301121,Aria,Young,Retail,San Francisco,North America,USA,Email,Platinum,2023-07-19
301122,Charlotte,Nair,Corporate,Brisbane,ANZ,Australia,App,Silver,2020-08-16
301123,Daniel,Hall,Value Buyer,Dallas,North America,USA,SMS,Gold,2021-05-30
301124,Mia,Lee,EV Enthusiast,Atlanta,North America,USA,SMS,Bronze,2022-10-15
301125,Elijah,Martin,Value Buyer,Vancouver,North America,Canada,Phone,Bronze,2021-12-14
301126,Ethan,Thomas,Retail,Perth,ANZ,Australia,SMS,Silver,2022-10-31
301127,Daniel,Singh,EV Enthusiast,Barcelona,Europe,Spain,Email,Platinum,2023-11-14
301128,Ava,King,Fleet,Christchurch,ANZ,New Zealand,Email,Bronze,2022-10-29
301129,Isabella,Nair,Family,Amsterdam,Europe,Netherlands,SMS,Silver,2022-06-29
301130,Mia,Singh,EV Enthusiast,Auckland,ANZ,New Zealand,SMS,Platinum,2025-04-04
301131,Riya,Kumar,Value Buyer,Manchester,Europe,UK,App,Bronze,2023-05-26
301132,Aiden,Thomas,Family,Vancouver,North America,Canada,SMS,Bronze,2020-06-05
301133,Priya,Allen,Family,Los Angeles,North America,USA,Phone,Silver,2025-08-14
301134,Aria,Clark,EV Enthusiast,Atlanta,North America,USA,App,Bronze,2019-09-05
301135,Harper,Thomas,Retail,Auckland,ANZ,New Zealand,Phone,Silver,2020-11-08
301136,Daniel,Lee,Retail,Atlanta,North America,USA,SMS,Silver,2020-04-13
301137,Ava,Anderson,Corporate,Sydney,ANZ,Australia,Walk-in,Silver,2019-12-05
301138,James,Reddy,Family,Barcelona,Europe,Spain,SMS,Platinum,2021-12-27
301139,Vihaan,Sharma,Retail,Delhi,India,India,SMS,Bronze,2020-10-08
301140,Mason,Iyer,Family,Chicago,North America,USA,Email,Platinum,2021-10-16
301141,Daniel,Green,Value Buyer,Adelaide,ANZ,Australia,Email,Silver,2021-06-05
301142,Ava,Iyer,Luxury,Munich,Europe,Germany,SMS,Platinum,2022-08-23
301143,Aria,Allen,EV Enthusiast,Bengaluru,India,India,App,Gold,2020-02-15
301144,Vihaan,Reddy,Retail,Adelaide,ANZ,Australia,App,Bronze,2024-11-09
301145,Isabella,Johnson,Value Buyer,Madrid,Europe,Spain,App,Silver,2019-02-15
301146,Noah,Anderson,Corporate,Seattle,North America,USA,App,Silver,2021-01-30
301147,Ava,Reddy,Family,Madrid,Europe,Spain,Phone,Silver,2020-10-22
301148,Olivia,Young,Retail,Milan,Europe,Italy,App,Silver,2021-04-04
301149,Sophia,Walker,Value Buyer,Pune,India,India,SMS,Gold,2023-09-21
301150,Liam,Walker,Retail,Toronto,North America,Canada,Email,Silver,2025-12-04
301151,Daniel,Young,Value Buyer,Perth,ANZ,Australia,Email,Silver,2022-01-27
301152,Olivia,Anderson,Value Buyer,Houston,North America,USA,Phone,Platinum,2020-05-28
301153,Aarav,Taylor,Retail,Los Angeles,North America,USA,App,Silver,2021-02-04
301154,Ishaan,Green,Fleet,Dallas,North America,USA,Phone,Bronze,2024-03-14
301155,Amelia,Iyer,EV Enthusiast,Vancouver,North America,Canada,Phone,Bronze,2020-06-14
301156,Aaliyah,Brown,Retail,Delhi,India,India,SMS,Gold,2024-12-20
301157,Saanvi,Nair,Value Buyer,Auckland,ANZ,New Zealand,Email,Silver,2019-05-30
301158,Aarav,Hall,EV Enthusiast,Portland,North America,USA,App,Bronze,2023-06-30
301159,Aaliyah,Anderson,Retail,Delhi,India,India,Email,Silver,2020-04-19
301160,Charlotte,Clark,Luxury,Delhi,India,India,SMS,Gold,2022-06-02
301161,Elijah,Lewis,Corporate,Denver,North America,USA,Walk-in,Silver,2019-10-05
301162,Evelyn,Moore,Retail,Chicago,North America,USA,Phone,Silver,2019-09-07
301163,Aiden,Lee,Luxury,Vancouver,North America,Canada,Phone,Bronze,2021-01-13
301164,James,Iyer,Retail,Perth,ANZ,Australia,Phone,Gold,2021-01-10
301165,Saanvi,Young,Retail,San Francisco,North America,USA,Phone,Gold,2025-11-14
301166,Priya,Young,Value Buyer,New York,North America,USA,Phone,Bronze,2024-09-10
301167,Ishaan,Hall,Retail,Portland,North America,USA,App,Bronze,2020-09-17
301168,Daniel,Clark,Luxury,Bengaluru,India,India,Phone,Gold,2020-06-19
301169,Charlotte,Wilson,Retail,Chicago,North America,USA,App,Silver,2020-02-25
301170,Ethan,Young,Value Buyer,Christchurch,ANZ,New Zealand,Phone,Bronze,2024-11-07
301171,Charlotte,Brown,Corporate,Sydney,ANZ,Australia,Walk-in,Silver,2019-04-10
301172,Aiden,Hall,Luxury,Boston,North America,USA,App,Gold,2019-09-02
301173,Ava,Green,Value Buyer,Phoenix,North America,USA,Phone,Bronze,2021-10-10
301174,Ananya,Brown,EV Enthusiast,Delhi,India,India,Email,Silver,2025-07-21
301175,Aiden,Reddy,Retail,San Francisco,North America,USA,App,Bronze,2024-09-14
301176,Meera,Smith,Luxury,Adelaide,ANZ,Australia,Phone,Gold,2021-09-13
301177,Aaliyah,Sharma,Fleet,Auckland,ANZ,New Zealand,Phone,Silver,2019-10-26
301178,Charlotte,Kumar,Retail,Delhi,India,India,Phone,Bronze,2025-06-09
301179,Priya,Moore,Luxury,Milan,Europe,Italy,SMS,Gold,2022-02-26
301180,Liam,Anderson,EV Enthusiast,Berlin,Europe,Germany,Phone,Silver,2025-03-13
301181,Vihaan,Jackson,Family,Chicago,North America,USA,App,Silver,2020-04-27
301182,Noah,White,Family,Lyon,Europe,France,App,Bronze,2024-10-26
301183,Olivia,Brown,Luxury,Munich,Europe,Germany,App,Silver,2024-08-09
301184,Elijah,Kumar,EV Enthusiast,San Francisco,North America,USA,App,Platinum,2023-03-30
301185,Liam,Brown,Retail,New York,North America,USA,App,Bronze,2020-01-05
301186,Isabella,Wright,Family,Delhi,India,India,App,Bronze,2023-11-09
301187,Meera,Hall,Family,Delhi,India,India,Walk-in,Gold,2023-07-29
301188,Ishaan,Iyer,Family,Denver,North America,USA,Phone,Bronze,2022-09-02
301189,Ava,Patel,Luxury,Phoenix,North America,USA,Email,Bronze,2025-10-25
301190,James,Nair,Corporate,Amsterdam,Europe,Netherlands,Walk-in,Bronze,2021-09-24
301191,Charlotte,Hall,Value Buyer,Lyon,Europe,France,Email,Platinum,2023-01-18
301192,Amelia,Allen,Value Buyer,Barcelona,Europe,Spain,App,Platinum,2025-02-17
301193,Riya,Brown,Luxury,Dallas,North America,USA,Email,Bronze,2025-03-19
301194,Mia,Green,Value Buyer,Brisbane,ANZ,Australia,SMS,Bronze,2021-03-19
301195,Sophia,Hall,Value Buyer,Lyon,Europe,France,Email,Platinum,2024-08-12
301196,Charlotte,Smith,Value Buyer,Auckland,ANZ,New Zealand,Email,Silver,2024-11-14
301197,Olivia,Walker,Family,Barcelona,Europe,Spain,App,Bronze,2022-10-14
301198,Saanvi,Sharma,Value Buyer,Madrid,Europe,Spain,App,Bronze,2019-05-12
301199,Olivia,Allen,Retail,Sydney,ANZ,Australia,Phone,Silver,2025-06-09
301200,Ava,Hall,Luxury,Denver,North America,USA,Walk-in,Bronze,2019-12-05
301201,Sophia,Thomas,Retail,Houston,North America,USA,App,Silver,2024-10-15
301202,Meera,Brown,Corporate,Chennai,India,India,SMS,Silver,2020-06-02
301203,Saanvi,Kumar,Retail,Amsterdam,Europe,Netherlands,Email,Gold,2021-04-04
301204,Ethan,Lewis,Luxury,Portland,North America,USA,Email,Gold,2019-09-05
301205,Daniel,Allen,EV Enthusiast,Brisbane,ANZ,Australia,Phone,Bronze,2023-08-06
301206,Liam,Wilson,Retail,Madrid,Europe,Spain,App,Platinum,2025-11-27
301207,Ishaan,Young,EV Enthusiast,Houston,North America,USA,Phone,Bronze,2020-06-18
301208,Mia,Scott,Luxury,Toronto,North America,Canada,App,Bronze,2021-02-22
301209,Elijah,Smith,Family,San Francisco,North America,USA,Email,Bronze,2019-10-28
301210,Aria,Reddy,Retail,Chicago,North America,USA,SMS,Gold,2025-07-13
301211,Aria,Harris,EV Enthusiast,Munich,Europe,Germany,Phone,Platinum,2025-02-28
301212,Ishaan,Taylor,Retail,Berlin,Europe,Germany,App,Bronze,2019-05-11
301213,Noah,Hall,Family,Hyderabad,India,India,SMS,Gold,2025-07-09
301214,Ava,Reddy,EV Enthusiast,Manchester,Europe,UK,App,Silver,2020-11-17
301215,Emma,Hall,EV Enthusiast,Munich,Europe,Germany,Email,Silver,2023-03-17
301216,Priya,Taylor,Retail,Toronto,North America,Canada,Phone,Bronze,2021-09-21
301217,Charlotte,Lewis,Value Buyer,Atlanta,North America,USA,Walk-in,Silver,2021-10-29
301218,Saanvi,Clark,Retail,Mumbai,India,India,Walk-in,Bronze,2020-09-04
301219,Lucas,Walker,EV Enthusiast,Houston,North America,USA,App,Silver,2022-06-30
301220,Liam,White,Retail,Hyderabad,India,India,Email,Platinum,2021-10-15
301221,Mason,Anderson,Family,San Francisco,North America,USA,Phone,Bronze,2025-12-19
301222,Emma,Jackson,Family,Dallas,North America,USA,Phone,Gold,2023-03-27
301223,Saanvi,White,Retail,Chennai,India,India,SMS,Bronze,2024-11-14
301224,Mason,Singh,Family,Los Angeles,North America,USA,Walk-in,Bronze,2024-07-30
301225,Ava,Singh,Retail,Miami,North America,USA,App,Silver,2019-04-28
301226,Evelyn,Reddy,Retail,Munich,Europe,Germany,Email,Gold,2022-07-28
301227,Vihaan,Young,Retail,Perth,ANZ,Australia,SMS,Gold,2024-11-04
301228,Charlotte,Taylor,Retail,Bengaluru,India,India,Walk-in,Platinum,2025-02-03
301229,Emma,Scott,Family,Amsterdam,Europe,Netherlands,SMS,Platinum,2020-01-03
301230,Emma,Young,Family,Denver,North America,USA,Email,Gold,2024-06-19
301231,Liam,Hall,Value Buyer,Hyderabad,India,India,SMS,Platinum,2021-05-16
301232,Lucas,Clark,Value Buyer,Mumbai,India,India,SMS,Gold,2024-09-08
301233,Ananya,Hall,Family,Barcelona,Europe,Spain,Walk-in,Bronze,2025-02-02
301234,Aiden,Brown,Retail,Adelaide,ANZ,Australia,SMS,Bronze,2024-07-30
301235,Aarav,Martin,Family,Chicago,North America,USA,Walk-in,Silver,2025-10-31
301236,Mia,Reddy,EV Enthusiast,Adelaide,ANZ,Australia,App,Gold,2024-01-31
301237,Aaliyah,Hall,Luxury,Berlin,Europe,Germany,SMS,Silver,2019-12-23
301238,Meera,Smith,Family,Dallas,North America,USA,Phone,Silver,2023-12-04
301239,Mia,Harris,Family,Berlin,Europe,Germany,Email,Silver,2025-05-30
301240,Emma,Reddy,Corporate,Manchester,Europe,UK,Email,Silver,2019-07-15
301241,Elijah,Reddy,Retail,Milan,Europe,Italy,Walk-in,Silver,2023-10-22
301242,Mia,White,Value Buyer,Hyderabad,India,India,SMS,Platinum,2023-12-18
301243,Evelyn,Patel,Retail,Chicago,North America,USA,Email,Bronze,2024-03-23
301244,Charlotte,Patel,Retail,Denver,North America,USA,App,Platinum,2020-07-17
301245,Aarav,Iyer,Family,Milan,Europe,Italy,Email,Bronze,2023-07-14
301246,Ishaan,Singh,EV Enthusiast,Delhi,India,India,Email,Platinum,2023-10-15
301247,Evelyn,Clark,Corporate,Hyderabad,India,India,Email,Silver,2024-05-21
301248,Kiran,Lewis,EV Enthusiast,Atlanta,North America,USA,App,Bronze,2024-07-04
301249,Liam,Wilson,Corporate,Houston,North America,USA,Email,Gold,2022-07-15
301250,Olivia,Wilson,Retail,Manchester,Europe,UK,SMS,Bronze,2020-12-30
301251,Priya,Patel,Value Buyer,Boston,North America,USA,Email,Platinum,2025-01-11
301252,Evelyn,Lee,Retail,Portland,North America,USA,App,Bronze,2024-10-03
301253,Sophia,King,Retail,Bengaluru,India,India,SMS,Bronze,2019-08-18
301254,Riya,Thomas,Family,Denver,North America,USA,Email,Bronze,2024-06-30
301255,Charlotte,Anderson,EV Enthusiast,Christchurch,ANZ,New Zealand,Phone,Gold,2023-02-28
301256,Isabella,Martin,Retail,Chennai,India,India,Walk-in,Bronze,2021-09-28
301257,Aarav,Taylor,Family,Munich,Europe,Germany,Phone,Platinum,2020-04-18
301258,Noah,Wright,Value Buyer,Melbourne,ANZ,Australia,Walk-in,Silver,2022-07-19
301259,Kiran,Harris,Retail,Madrid,Europe,Spain,SMS,Gold,2021-04-26
301260,Lucas,Singh,Retail,Auckland,ANZ,New Zealand,Phone,Gold,2022-08-04
301261,Ananya,Harris,Luxury,Boston,North America,USA,Email,Bronze,2021-07-13
301262,Aiden,Lewis,Corporate,London,Europe,UK,Phone,Bronze,2024-10-07
301263,Ava,Sharma,Retail,Miami,North America,USA,SMS,Gold,2025-07-04
301264,Daniel,Allen,Retail,Seattle,North America,USA,SMS,Silver,2020-09-26
301265,Daniel,Taylor,Family,New York,North America,USA,SMS,Silver,2022-10-17
301266,Ananya,Walker,EV Enthusiast,Denver,North America,USA,Email,Gold,2022-06-25
301267,Aiden,Moore,Fleet,Paris,Europe,France,SMS,Bronze,2023-03-13
301268,Olivia,Taylor,Value Buyer,Hyderabad,India,India,Email,Gold,2021-05-17
301269,Harper,Scott,EV Enthusiast,Christchurch,ANZ,New Zealand,Phone,Platinum,2023-12-03
301270,Lucas,White,EV Enthusiast,Adelaide,ANZ,Australia,Walk-in,Silver,2021-08-29
301271,Priya,Young,Corporate,Brisbane,ANZ,Australia,Phone,Platinum,2020-04-13
301272,Kiran,Hall,Corporate,Seattle,North America,USA,SMS,Gold,2021-08-13
301273,Riya,Anderson,Luxury,Toronto,North America,Canada,Email,Silver,2025-10-20
301274,Olivia,Nair,EV Enthusiast,Boston,North America,USA,App,Bronze,2021-02-15
301275,Emma,Jackson,Retail,New York,North America,USA,App,Silver,2025-09-19
301276,Mason,Johnson,Retail,London,Europe,UK,Email,Silver,2022-05-17
301277,Aiden,Taylor,Luxury,Chennai,India,India,App,Bronze,2024-12-31
301278,Noah,Nair,Value Buyer,Denver,North America,USA,SMS,Bronze,2023-11-03
301279,Charlotte,Kumar,Luxury,Chicago,North America,USA,App,Bronze,2023-03-26
301280,Elijah,White,Corporate,Hyderabad,India,India,Email,Silver,2020-02-16
301281,Ishaan,Young,EV Enthusiast,Paris,Europe,France,SMS,Silver,2019-11-08
301282,Olivia,Reddy,Corporate,Phoenix,North America,USA,Email,Platinum,2024-04-17
301283,Amelia,Lewis,Fleet,Wellington,ANZ,New Zealand,SMS,Gold,2021-01-24
301284,Mason,Harris,Value Buyer,Delhi,India,India,Email,Silver,2021-02-24
301285,Olivia,Johnson,Corporate,Seattle,North America,USA,App,Bronze,2020-03-14
301286,Mia,Hall,EV Enthusiast,Mumbai,India,India,App,Bronze,2020-10-17
301287,Daniel,Scott,Retail,Los Angeles,North America,USA,SMS,Bronze,2021-05-06
301288,Ethan,Lee,Retail,Auckland,ANZ,New Zealand,Walk-in,Platinum,2019-05-29
301289,James,Singh,EV Enthusiast,London,Europe,UK,SMS,Bronze,2020-07-23
301290,Mia,Lee,Retail,London,Europe,UK,SMS,Bronze,2022-06-06
301291,Ava,Anderson,EV Enthusiast,Munich,Europe,Germany,App,Silver,2021-11-10
301292,Mason,Johnson,Family,Bengaluru,India,India,Walk-in,Silver,2023-06-15
301293,Aaliyah,Iyer,Value Buyer,Denver,North America,USA,Phone,Platinum,2024-09-09
301294,Aarav,Harris,EV Enthusiast,Hyderabad,India,India,App,Silver,2021-11-23
301295,Saanvi,Lewis,Value Buyer,Pune,India,India,Phone,Bronze,2022-09-22
301296,Elijah,Allen,EV Enthusiast,Portland,North America,USA,Email,Bronze,2020-01-09
301297,Evelyn,Johnson,EV Enthusiast,Hyderabad,India,India,SMS,Bronze,2024-11-01
301298,Saanvi,Kumar,Fleet,Toronto,North America,Canada,Email,Gold,2021-05-20
301299,Daniel,King,Retail,Paris,Europe,France,SMS,Gold,2019-03-15
301300,Aaliyah,Scott,Retail,Auckland,ANZ,New Zealand,SMS,Gold,2024-03-09
301301,Amelia,Iyer,Retail,Denver,North America,USA,Email,Bronze,2019-10-09
301302,Lucas,Iyer,Retail,Hyderabad,India,India,Email,Bronze,2021-07-26
301303,Harper,Martin,Value Buyer,Manchester,Europe,UK,App,Platinum,2022-03-26
301304,Sophia,Young,Retail,Seattle,North America,USA,Email,Silver,2024-07-14
301305,Liam,Young,Luxury,Munich,Europe,Germany,Phone,Gold,2019-09-14
301306,Noah,Smith,Corporate,Bengaluru,India,India,App,Gold,2025-09-17
301307,Meera,Green,Family,Dallas,North America,USA,Phone,Gold,2020-10-25
301308,Aarav,Iyer,Retail,Miami,North America,USA,App,Bronze,2025-05-16
301309,Ananya,Anderson,Family,Berlin,Europe,Germany,Phone,Bronze,2025-12-02
301310,Olivia,White,Value Buyer,Phoenix,North America,USA,App,Silver,2020-06-04
301311,Elijah,Brown,Retail,Mumbai,India,India,App,Bronze,2023-01-15
301312,Vihaan,Sharma,EV Enthusiast,Seattle,North America,USA,Email,Platinum,2025-12-18
301313,Harper,Iyer,Value Buyer,Melbourne,ANZ,Australia,Walk-in,Platinum,2020-10-22
301314,Aarav,Hall,Family,Amsterdam,Europe,Netherlands,SMS,Gold,2024-06-02
301315,Daniel,Jackson,Retail,Vancouver,North America,Canada,Walk-in,Bronze,2024-10-07
301316,Vihaan,Wright,EV Enthusiast,London,Europe,UK,SMS,Bronze,2022-08-23
301317,Noah,Wright,Luxury,Perth,ANZ,Australia,App,Bronze,2019-10-25
301318,Emma,Lewis,Fleet,Los Angeles,North America,USA,Walk-in,Platinum,2025-04-09
301319,Kiran,Anderson,Retail,Chennai,India,India,SMS,Silver,2019-05-31
301320,Emma,Iyer,Value Buyer,Phoenix,North America,USA,Walk-in,Silver,2022-03-22
301321,Priya,Allen,Retail,Mumbai,India,India,Email,Bronze,2025-01-15
301322,Charlotte,Sharma,Retail,Manchester,Europe,UK,Email,Bronze,2023-11-07
301323,Daniel,Iyer,Luxury,Toronto,North America,Canada,Email,Silver,2022-05-31
301324,Ava,Lee,EV Enthusiast,Portland,North America,USA,SMS,Bronze,2025-03-07
301325,Aaliyah,King,Family,Portland,North America,USA,Phone,Platinum,2025-08-13
301326,Daniel,Smith,Family,London,Europe,UK,Phone,Bronze,2022-01-16
301327,Aarav,Iyer,EV Enthusiast,Brisbane,ANZ,Australia,Email,Silver,2024-06-06
301328,Saanvi,Sharma,EV Enthusiast,Perth,ANZ,Australia,SMS,Gold,2020-06-20
301329,Saanvi,Jackson,Retail,Munich,Europe,Germany,SMS,Silver,2024-01-13
301330,Aiden,Brown,Retail,Denver,North America,USA,SMS,Bronze,2024-01-30
301331,Harper,Young,Retail,Brisbane,ANZ,Australia,SMS,Gold,2023-02-09
301332,Mason,Johnson,EV Enthusiast,Madrid,Europe,Spain,SMS,Silver,2024-05-06
301333,Isabella,Wright,Value Buyer,Chennai,India,India,Walk-in,Gold,2024-08-20
301334,Daniel,Green,Retail,New York,North America,USA,Phone,Platinum,2022-10-11
301335,Noah,Wilson,Corporate,Pune,India,India,SMS,Platinum,2024-01-15
301336,Saanvi,Patel,Retail,Melbourne,ANZ,Australia,Email,Bronze,2025-01-06
301337,Mia,Young,Luxury,Barcelona,Europe,Spain,Email,Silver,2021-02-16
301338,James,Jackson,Retail,Perth,ANZ,Australia,App,Bronze,2019-01-23
301339,Saanvi,Harris,Value Buyer,Phoenix,North America,USA,Email,Gold,2020-01-28
301340,Aiden,Kumar,Retail,Miami,North America,USA,SMS,Silver,2020-04-28
301341,Harper,King,Value Buyer,Melbourne,ANZ,Australia,Walk-in,Gold,2019-03-28
301342,Harper,Wright,EV Enthusiast,Milan,Europe,Italy,Email,Gold,2025-10-05
301343,Liam,Scott,Retail,Boston,North America,USA,Phone,Bronze,2025-12-24
301344,Sophia,Hall,Retail,Miami,North America,USA,Walk-in,Bronze,2024-04-18
301345,Vihaan,Anderson,EV Enthusiast,Phoenix,North America,USA,Email,Gold,2020-01-27
301346,Mia,Jackson,Family,Houston,North America,USA,Email,Silver,2023-02-17
301347,Noah,Moore,Family,Munich,Europe,Germany,SMS,Platinum,2024-08-16
301348,Meera,Anderson,Value Buyer,Portland,North America,USA,App,Bronze,2024-10-03
301349,Kiran,Scott,Luxury,Manchester,Europe,UK,Email,Gold,2022-12-24
301350,Harper,Walker,Retail,Lyon,Europe,France,Phone,Gold,2022-03-26
301351,Noah,Walker,Retail,Madrid,Europe,Spain,Walk-in,Bronze,2024-01-13
301352,Elijah,Patel,Value Buyer,San Francisco,North America,USA,Walk-in,Platinum,2025-01-27
301353,Sophia,Walker,Family,Boston,North America,USA,Walk-in,Bronze,2022-12-24
301354,Sophia,Taylor,Family,Denver,North America,USA,Walk-in,Silver,2020-02-13
301355,Aarav,Allen,EV Enthusiast,Toronto,North America,Canada,Phone,Bronze,2024-03-17
301356,Evelyn,Young,EV Enthusiast,Auckland,ANZ,New Zealand,App,Silver,2024-09-30
301357,Kiran,Harris,Family,Sydney,ANZ,Australia,Walk-in,Silver,2023-12-28
301358,Mason,Scott,Value Buyer,Chicago,North America,USA,App,Silver,2025-07-08
301359,Kiran,Martin,Corporate,San Francisco,North America,USA,Email,Bronze,2024-05-12
301360,Emma,Anderson,Retail,Munich,Europe,Germany,SMS,Bronze,2021-06-03
301361,Vihaan,Iyer,Luxury,Vancouver,North America,Canada,App,Gold,2025-02-25
301362,Vihaan,Young,Family,Portland,North America,USA,Email,Silver,2020-11-09
301363,Vihaan,Singh,Retail,Chennai,India,India,Email,Bronze,2022-11-10
301364,Mason,Lee,EV Enthusiast,Madrid,Europe,Spain,Email,Silver,2022-06-07
301365,Ishaan,Wright,Value Buyer,Phoenix,North America,USA,Walk-in,Platinum,2023-04-06
301366,Mason,King,EV Enthusiast,Lyon,Europe,France,SMS,Silver,2024-07-27
301367,Ethan,Hall,Family,Barcelona,Europe,Spain,SMS,Gold,2023-04-15
301368,Meera,Scott,Luxury,Portland,North America,USA,Walk-in,Platinum,2023-12-12
301369,Meera,Singh,Value Buyer,Pune,India,India,SMS,Platinum,2020-03-12
301370,Saanvi,Harris,Value Buyer,Milan,Europe,Italy,Email,Silver,2022-11-19
301371,Saanvi,Sharma,EV Enthusiast,Christchurch,ANZ,New Zealand,Email,Bronze,2020-03-21
301372,Amelia,Green,Luxury,Madrid,Europe,Spain,Email,Gold,2022-07-10
301373,Priya,Thomas,Value Buyer,Milan,Europe,Italy,SMS,Gold,2023-09-11
301374,Mason,Brown,Retail,Brisbane,ANZ,Australia,Walk-in,Bronze,2022-02-05
301375,Aria,Thomas,Fleet,Adelaide,ANZ,Australia,App,Gold,2020-04-11
301376,Riya,Thomas,Value Buyer,Dallas,North America,USA,Email,Gold,2023-01-18
301377,Ishaan,Jackson,Luxury,Vancouver,North America,Canada,Walk-in,Bronze,2024-09-07
301378,Liam,Green,Family,Perth,ANZ,Australia,SMS,Gold,2020-06-16
301379,Amelia,Harris,EV Enthusiast,Melbourne,ANZ,Australia,Phone,Silver,2022-02-18
301380,Priya,Hall,EV Enthusiast,Christchurch,ANZ,New Zealand,Email,Bronze,2024-04-07
301381,James,Sharma,Retail,Toronto,North America,Canada,SMS,Silver,2024-04-09
301382,Harper,Taylor,Luxury,Mumbai,India,India,Email,Silver,2025-02-15
301383,Lucas,Nair,EV Enthusiast,Barcelona,Europe,Spain,App,Silver,2022-07-23
301384,Aaliyah,Lee,EV Enthusiast,Amsterdam,Europe,Netherlands,App,Platinum,2023-12-01
301385,Noah,White,Retail,Chennai,India,India,Email,Gold,2019-08-27
301386,Vihaan,Jackson,Fleet,Sydney,ANZ,Australia,Email,Platinum,2025-04-08
301387,Lucas,Wright,Retail,Manchester,Europe,UK,SMS,Bronze,2022-12-19
301388,Evelyn,Jackson,Fleet,Barcelona,Europe,Spain,Phone,Silver,2019-06-09
301389,Vihaan,Lewis,Value Buyer,Hyderabad,India,India,Phone,Bronze,2022-07-03
301390,Sophia,Singh,Retail,Auckland,ANZ,New Zealand,Phone,Bronze,2020-11-13
301391,Harper,Wilson,Family,Houston,North America,USA,App,Bronze,2023-12-26
301392,Vihaan,Reddy,EV Enthusiast,Portland,North America,USA,SMS,Bronze,2025-02-14
301393,Elijah,White,Corporate,Madrid,Europe,Spain,SMS,Gold,2024-06-10
301394,Aiden,Smith,Luxury,New York,North America,USA,App,Gold,2024-10-20
301395,Emma,Lewis,Value Buyer,Brisbane,ANZ,Australia,Phone,Bronze,2019-06-08
301396,Aiden,Iyer,Luxury,Amsterdam,Europe,Netherlands,Email,Silver,2019-12-04
301397,Evelyn,Young,EV Enthusiast,London,Europe,UK,App,Silver,2020-11-06
